id;"Comp. Word";Pronunciation;"English Translation";Frequency
23534;脚絆;kyahan;gaiters;4
23535;逆数;gyakusuu;reciprocal;4
23536;逆潮;gyakutyoo;"weather tide";4
23537;逆様;sakasama;inversion;4
23538;吸物;suimono;"clear broth soup, with ingredients and garnish floating in and on it";4
23539;弓馬;kyuuba;"archery and horsemanship";4
23540;急使;kyuusi;"express messenger";4
23541;救民;kyuumin;"disaster relief";4
23542;窮極;kyuukyoku;ultimate;4
23543;旧慣;kyuukan;"old customs";4
23544;旧師;kyuusi;"one's old teacher";4
23545;旧藩;kyuuhan;"former clan";4
23546;牛酪;gyuuraku;butter;4
23547;虚仮;koke;folly;4
23548;鋸歯;kyosi;"teeth of a saw";4
23549;漁撈;gyoroo;fishing;4
23550;京童;kyoowarabe;"Kyoto's young people";4
23551;共販;kyoohan;"cooperative selling";4
23552;強健;kyooken;"robust health";4
23553;橋台;kyoodai;"bridge abutment";4
23554;狂句;kyooku;"type of comic haiku";4
23555;狭隘;kyooai;narrow;4
23556;矯風;kyoohuu;"reform of morals";4
23557;玉体;gyokutai;"the Emperor's person or presence";4
23558;筋書;suzigaki;synopsis;4
23559;襟章;erisyoo;"lapel badge";4
23560;謹製;kinsei;"quality product";4
23561;謹聴;kintyoo;"listening attentively";4
23562;謹呈;kintei;"humbly presenting";4
23563;近郷;kingoo;"neighboring districts";4
23564;金肥;kanegoe;"chemical fertilizer";4
23565;金蔓;kanezuru;"source of revenue";4
23566;銀塊;ginkai;"silver nugget";4
23567;九分;kubu;"nine parts";4
23568;苦力;kuurii;coolie;4
23569;愚人;guzin;fool;4
23570;愚鈍;gudon;stupidity;4
23571;愚論;guron;"foolish argument or view";4
23572;沓脱;kutunugi;"place where one can remove one's shoes before entering a house";4
23573;薫物;takimono;"mixture of frangrant woods, etc. used for making incense";4
23574;訓辞;kunzi;"admonitory speech";4
23575;傾国;keikoku;beauty;4
23576;珪石;keiseki;silica;4
23577;慧眼;keigan;eye;4
23578;罫紙;keisi;paper;4
23579;茎葉;keiyoo;"stems and leaves";4
23580;蛍袋;hotarubukuro;bellflower;4
23581;軽風;keihuu;"light breeze";4
23582;芸林;geirin;"artistic and literary circles";4
23583;激越;gekietu;violent;4
23584;欠本;keppon;"missing volume";4
23585;潔斎;kessai;"religious abstinence";4
23586;結紮;kessatu;ligature;4
23587;血煙;tikemuri;"spurt or spray of blood";4
23588;血塊;kekkai;"blood clot";4
23589;血涙;keturui;"bitter tears";4
23590;月極;tukigime;monthly;4
23591;月利;geturi;"monthly interest";4
23592;剣呑;kennon;risky;4
23593;剣呑;kennon;risky;4
23594;懸想;kesoo;"falling in love";4
23595;権妻;gonsai;mistress;4
23596;見性;kensyoo;self-awareness;4
23597;賢母;kenbo;"wise mother";4
23598;遣外;kengai;"dispatched abroad";4
23599;元売;motouri;"direct sale by the producer";4
23600;原意;geni;"original meaning";4
23601;原綿;genmen;"raw cotton";4
23602;幻像;genzoo;phantom;4
23603;個別;kobetu;"particular case";4
23604;古狐;hurugitune;"old fox";4
23605;古刀;kotoo;"old sword";4
23606;故殺;kosatu;manslaughter;4
23607;袴着;hakamagi;"ceremony fitting child with a hakama";4
23608;股下;matasita;"length of the legs";4
23609;五音;goin;"pentatonic scale";4
23610;午后;gogo;afternoon;4
23611;呉須;gosu;"gosu porcelain";4
23612;後金;atokin;"rest of the payment";4
23613;後産;atozan;placenta;4
23614;後便;koobin;"later mail";4
23615;後目;sirime;"backward glance";4
23616;御国;mikuni;country;4
23617;御祭;omaturi;festival;4
23618;御菜;osai;"accompaniment for rice dishes";4
23619;御産;osan;birth;4
23620;御上;okami;Emperor;4
23621;悟性;gosei;wisdom;4
23622;語原;gogen;"word root";4
23623;語勢;gosei;stress;4
23624;語路;goro;sound;4
23625;鯉口;koiguti;sheath;4
23626;鯉幟;koinobori;"carp streamer";4
23627;候文;sooroobun;"epistolary style";4
23628;光頭;kootoo;bald-headed;4
23629;公役;kooeki;"public service";4
23630;公吏;koori;"public official";4
23631;口銭;koosen;commission;4
23632;口碑;koohi;"oral tradition";4
23633;喉元;nodomoto;throat;4
23634;喉仏;nodobotoke;"laryngeal prominence";4
23635;坑木;kooboku;"mine timbers";4
23636;好運;kooun;"good luck";4
23637;孔版;koohan;mimeograph;4
23638;広袖;hirosode;"a wide sleeve";4
23639;広幅;hirohaba;"double width cloth or fabric";4
23640;皇宗;koosoo;"imperial ancestors";4
23641;稿料;kooryoo;"advance for manuscript";4
23642;行火;anka;"bed warmer";4
23643;行先;ikisaki;destination;4
23644;行年;gyoonen;"age at one's death";4
23645;貢物;mitugimono;tribute;4
23646;鋼索;koosaku;cable;4
23647;香煎;koosen;"roasted barley flour";4
23648;高角;kookaku;high-angle;4
23649;高密;koomitu;"high density";4
23650;高覧;kooran;perusal;4
23651;劫火;gooka;"world-destroying conflagration";4
23652;轟轟;googoo;thunderous;4
23653;黒鯛;kurodai;"black porgy";4
23654;腰帯;kosiobi;"waist towel";4
23655;婚儀;kongi;"wedding ceremony";4
23656;昏倒;kontoo;swoon;4
23657;鎖鎌;kusarigama;"sickle and chain";4
23658;妻妾;saisyoo;"one's wife and mistress";4
23659;彩管;saikan;"artist's brush";4
23660;歳々;saisai;annual;4
23661;歳歳;saisai;annual;4
23662;斎主;saisyu;"master of religious ceremonies";4
23663;菜蕗;huki;"giant butterbur";4
23664;罪障;zaisyoo;sins;4
23665;笹竹;sasatake;"small bamboo";4
23666;三助;sansuke;"male bathhouse attendant";4
23667;三葉;mituba;mitsuba;4
23668;山号;sangoo;"honorific mountain name prefixed to a temple's name";4
23669;山霊;sanrei;"a mountain's guardian deity";4
23670;惨澹;santan;miserable;4
23671;燦爛;sanran;brilliant;4
23672;算法;sanpoo;arithmetic;4
23673;算木;sangi;"sticks used for calculations";4
23674;蚕豆;soramame;"broad bean";4
23675;仕合;siai;match;4
23676;仕上;siage;end;4
23677;仕舞;zimai;ending;4
23678;仕訳;siwake;"assortment journalizing";4
23679;四声;sisei;"four tones";4
23680;四民;simin;"the four social classes";4
23681;士卒;sisotu;"officers and soldiers";4
23682;士分;sibun;"status of samurai";4
23683;子持;komoti;parenthood;4
23684;子房;siboo;ovary;4
23685;師伝;siden;"instruction from a master";4
23686;師表;sihyoo;model;4
23687;志操;sisoo;principle;4
23688;支族;sizoku;tribe;4
23689;旨煮;umani;"fish, meat, and vegetables stewed in a thick, sweet sauce of soy sauce, sugar and mirin";4
23690;紙縒;koyori;"string made from twisted paper";4
23691;脂気;aburake;oiliness;4
23692;至純;sizyun;"absolute purity";4
23693;至情;sizyoo;sincerity;4
23694;詩巻;sikan;"collection of poems";4
23695;事々;kotogoto;everything;4
23696;持前;motimae;"one's nature";4
23697;時運;ziun;"tide of the times";4
23698;次位;zii;"second rank";4
23699;治国;tikoku;government;4
23700;治者;tisya;ruler;4
23701;爾後;zigo;thereafter;4
23702;自修;zisyuu;"self study";4
23703;自弁;ziben;"paying one's own expenses";4
23704;斜影;syaei;"slanted or oblique shadow";4
23705;斜坑;syakoo;"inclined shaft";4
23706;社線;syasen;"private railway or bus line";4
23707;借銭;syakusen;debt;4
23708;若布;wakame;wakame;4
23709;若緑;wakamidori;"fresh green";4
23710;寂然;zyakunen;lonely;4
23711;守役;moriyaku;nurse;4
23712;手業;tewaza;"work using the hands";4
23713;種畜;syutiku;"breeding stock";4
23714;酒糟;sakekasu;"sake lees";4
23715;受話;zyuwa;reception;4
23716;樹冠;zyukan;"tree canopy";4
23717;周壁;syuuheki;"peripheral wall";4
23718;洲浜;suhama;"sandy beach";4
23719;什器;zyuuki;utensil;4
23720;充溢;zyuuitu;overflow;4
23721;渋紙;sibugami;"paper treated with astringent persimmon juice";4
23722;渋茶;sibutya;tea;4
23723;獣類;zyuurui;beasts;4
23724;重任;zyuunin;"heavy responsibility";4
23725;宿怨;syukuen;"old grudge";4
23726;宿木;yadorigi;mistletoe;4
23727;出芽;syutuga;germination;4
23728;出師;suisi;"dispatch of troops";4
23729;出端;deha;"chance of going out";4
23730;春着;harugi;springwear;4
23731;純毛;zyunmoo;all-wool;4
23732;巡検;zyunken;"inspection tour";4
23733;遵法;zyunpoo;"law observance";4
23734;初姿;hatusugata;"in the New Year";4
23735;初審;syosin;"first trial";4
23736;初湯;hatuyu;"first bath of the New Year";4
23737;書痙;syokei;"writer's cramp";4
23738;諸法;syohoo;"all existing things";4
23739;女色;zyosyoku;"woman's beauty or charms";4
23740;女竹;medake;"Simon bamboo";4
23741;女犯;nyobon;"sin of having sexual relations with a woman";4
23742;女衒;zegen;"someone who makes their living selling women into prostitution";4
23743;傷物;kizumono;"defective article";4
23744;商運;syooun;"fortunes of business";4
23745;将帥;syoosui;commander;4
23746;小女;koonna;"small woman";4
23747;捷報;syoohoo;"news of a victory";4
23748;笑止;syoosi;laughable;4
23749;象棋;syoogi;shogi;4
23750;上古;zyooko;"ancient times";4
23751;上底;agezoko;"false bottom";4
23752;上覧;zyooran;"imperial inspection";4
23753;情義;zyoogi;"justice and humanity";4
23754;情交;zyookoo;intimacy;4
23755;条規;zyooki;stipulation;4
23756;浄衣;zyooe;"white robe or costume";4
23757;嘱目;syokumoku;"paying attention to";4
23758;寝業;newaza;"pinning technique";4
23759;森厳;singen;solemn;4
23760;真鯉;magoi;"black carp";4
23761;真否;sinpi;"true or false";4
23762;神剣;sinken;"divine sword";4
23763;神速;sinsoku;"great speed";4
23764;親告;sinkoku;"formal complaint made by a victim";4
23765;針目;harime;seam;4
23766;仁者;zinsya;"man of virtue";4
23767;吹鳴;suimei;blowing;4
23768;水雲;mozuku;mozuku;4
23769;水茎;mizuguki;"writing brush";4
23770;水鶏;kuina;rail;4
23771;世故;seko;"worldly affairs";4
23772;世嗣;seisi;heir;4
23773;性慾;seiyoku;"sexual desire";4
23774;星霜;seisoo;years;4
23775;晴々;harebare;bright;4
23776;正員;seiin;member;4
23777;正格;seikaku;"correct rules";4
23778;正念;syoonen;"right mindfulness";4
23779;正方;seihoo;square;4
23780;生節;namabusi;"boiled and half-dried bonito";4
23781;生簀;ikesu;"fish preserve";4
23782;盛花;moribana;"flower arrangement in a built-up style";4
23783;聖跡;seiseki;"holy site";4
23784;青玉;seigyoku;sapphire;4
23785;税吏;zeiri;"tax collector";4
23786;石持;isimoti;"white croaker";4
23787;赤蛙;akagaeru;"any brown or reddish-brown frog";4
23788;切傷;kirikizu;cut;4
23789;切替;kirikae;exchange;4
23790;接伴;seppan;entertain;4
23791;折節;orihusi;occasionally;4
23792;絶倫;zeturin;matchless;4
23793;仙界;senkai;"dwelling place of hermits";4
23794;先賢;senken;"ancient sage";4
23795;先帝;sentei;"the late emperor";4
23796;先様;sakisama;"the other party";4
23797;千振;senburi;"Japanese green gentian";4
23798;宣下;senge;"imperial proclamation";4
23799;尖端;sentan;"pointed end";4
23800;浅紅;senkoo;"light red";4
23801;浅緑;senryoku;"light green";4
23802;浅蜊;asari;"Manila clam";4
23803;旋毛;tumuzi;head;4
23804;遷座;senza;"relocation of a shrine";4
23805;鮮紅;senkoo;scarlet;4
23806;前端;zentan;"front end";4
23807;全音;zenon;"whole tone";4
23808;粗茶;sotya;"coarse, low-grade tea";4
23809;鼠色;nezumiiro;grey;4
23810;争訟;soosyoo;"dispute by legal action";4
23811;相輪;soorin;"pagoda finial";4
23812;蒼海;sookai;"blue waters";4
23813;蒼氓;sooboo;"the people";4
23814;増兵;zoohei;"military reinforcement";4
23815;即製;sokusei;"quick or instant";4
23816;測深;sokusin;sounding;4
23817;俗耳;zokuzi;"vulgar ears";4
23818;属地;zokuti;territorial;4
23819;属島;zokutoo;"an island belonging to a political entity";4
23820;属望;syokuboo;expectation;4
23821;多妻;tasai;polygamy;4
23822;多肉;taniku;fleshiness;4
23823;多売;tabai;"selling in quantity";4
23824;惰弱;dazyaku;apathetic;4
23825;打鍵;daken;keystroke;4
23826;駄弁;daben;"foolish tale";4
23827;対当;taitoo;opposition;4
23828;怠業;taigyoo;sabotage;4
23829;代講;daikoo;"substitute lecturing";4
23830;代診;daisin;"doctor's assistance";4
23831;代務;daimu;"vicarious management";4
23832;大患;taikan;"serious illness";4
23833;大事;daizi;important;4
23834;大身;taisin;"person of high rank or income";4
23835;大難;dainan;"great disaster";4
23836;大白;taihaku;"large cup";4
23837;大厄;taiyaku;calamity;4
23838;濁世;zyokuse;"this corrupt or degenerate world";4
23839;誰何;suika;challenging;4
23840;歎願;tangan;entreaty;4
23841;短夜;mizikayo;"short summer night";4
23842;端然;tanzen;upright;4
23843;胆嚢;tannoo;"gall bladder";4
23844;断乎;danko;firm;4
23845;値引;nebiki;"price reduction";4
23846;知得;titoku;comprehension;4
23847;知徳;titoku;"knowledge and virtue";4
23848;地衣;tii;lichen;4
23849;地祇;tigi;"gods of the land";4
23850;地紙;zigami;"paper for fans or parasols";4
23851;智将;tisyoo;"skilled manager";4
23852;痴態;titai;foolishness;4
23853;遅効;tikoo;"delayed effect";4
23854;中気;tyuuki;palsy;4
23855;中執;tyuusitu;"Central Executive Committee";4
23856;柱石;tyuuseki;pillar;4
23857;柱頭;tyuutoo;"capital of column";4
23858;註解;tyuukai;gloss;4
23859;猪首;ikubi;"bull neck";4
23860;著大;tyodai;"exceptionally large";4
23861;丁丁;tyootyoo;"clashing of swords";4
23862;弔歌;tyooka;elegy;4
23863;弔文;tyoobun;"funeral address";4
23864;朝家;tyooka;"the imperial family or household";4
23865;朝湯;asayu;"morning bath";4
23866;朝餉;asage;breakfast;4
23867;町奴;matiyakko;"persons organized into gangs and wearing flashy clothes, who styled themselves as ""chivalrous men"" ";4
23868;調法;tyoohoo;convenient;4
23869;鳥目;torime;night-blindness;4
23870;直路;tyokuro;"straight road";4
23871;直喩;tyokuyu;simile;4
23872;鎮撫;tinbu;pacification;4
23873;潰走;kaisoo;rout;4
23874;坪数;tubosuu;"floor space";4
23875;釣竿;turizao;"fishing rod";4
23876;定連;zyooren;"regular customer";4
23877;帝釈;taisyaku;"Sakra devanam Indra";4
23878;提要;teiyoo;summary;4
23879;敵手;tekisyu;rival;4
23880;鉄鎖;tessa;"iron chain";4
23881;鉄心;tessin;"iron core";4
23882;鉄扇;tessen;"iron-ribbed fan";4
23883;鉄泉;tessen;"chalybeate spring";4
23884;典故;tenko;"authentic precedent";4
23885;典座;tenzo;"one of the six administrators of a Zen temple";4
23886;天運;tenun;destiny;4
23887;天火;tenka;"fire caused by lightning";4
23888;天変;tenpen;"natural calamity";4
23889;天魔;tenma;"demon of the sixth heaven in the realm of desire who tries to prevent people from doing good";4
23890;店賃;tanatin;"house rent";4
23891;添水;soozu;"water-filled bamboo tube in Japanese garden which clacks against a stone when emptied";4
23892;転石;tenseki;"rolling stone";4
23893;転訛;tenka;corruption;4
23894;点者;tenzya;"critic of haiku poetry";4
23895;伝動;dendoo;transmission;4
23896;田螺;tanisi;"pond snail";4
23897;斗酒;tosyu;"kegs of sake";4
23898;杜鵑;token;"lesser cuckoo";4
23899;土竜;muguramoti;mole;4
23900;唐紅;karakurenai;crimson;4
23901;悼辞;toozi;"funeral address";4
23902;盗癖;tooheki;kleptomania;4
23903;蕩児;toozi;libertine;4
23904;討匪;toohi;"suppression of bandits";4
23905;頭韻;tooin;alliteration;4
23906;騰貴;tooki;rise;4
23907;同衾;dookin;"sleeping together";4
23908;堂宇;doou;edifice;4
23909;堂守;doomori;"temple keeper";4
23910;瞳子;doosi;pupil;4
23911;道心;doosin;"moral sense";4
23912;篤行;tokkoo;"virtuous conduct";4
23913;頓狂;tonkyoo;wild;4
23914;頓知;tonti;wit;4
23915;内懐;utibutokoro;"inside pocket";4
23916;謎々;nazonazo;riddle;4
23917;馴化;zyunka;acclimation;4
23918;縄張;nawabari;"roping off";4
23919;難船;nansen;shipwreck;4
23920;肉色;nikuiro;flesh-color;4
23921;日限;nitigen;"fixed or appointed date";4
23922;日毎;higoto;"every day";4
23923;如露;zyoro;"watering can";4
23924;納札;noosatu;"votive card or tablet";4
23925;脳裡;noori;"one's mind";4
23926;俳風;haihuu;"style of a haikai or haiku poem";4
23927;廃位;haii;dethronement;4
23928;拝辞;haizi;resigning;4
23929;杯事;sakazukigoto;"pledge made over winecups";4
23930;背戸;sedo;"back door or entrance";4
23931;媒染;baisen;"color fixing";4
23932;売出;uridasi;sale;4
23933;陪臣;baisin;"rear vassal";4
23934;白茅;tigaya;"cogon grass";4
23935;白兵;hakuhei;"unsheathed sword";4
23936;白魔;hakuma;"heavy snowfall";4
23937;白皙;hakuseki;white;4
23938;薄暑;hakusyo;"light heat at the beginning of the summer";4
23939;薄情;hakuzyoo;unfeeling;4
23940;薄物;usumono;"lightweight fabric or clothing";4
23941;鉢巻;hatimaki;headband;4
23942;発赤;hasseki;rubefaction;4
23943;発問;hatumon;"asking or putting a question";4
23944;半時;hantoki;"little while";4
23945;叛徒;hanto;rebels;4
23946;斑猫;hanmyoo;"tiger beetle";4
23947;板屋;itaya;"shingle roof";4
23948;飯場;hanba;"construction camp";4
23949;卑語;higo;"vulgar expression";4
23950;悲愴;hisoo;pathetic;4
23951;碑銘;himei;inscription;4
23952;秘奥;hioo;secrets;4
23953;秘本;hihon;"treasured book";4
23954;非命;himei;"unnatural or untimely death";4
23955;飛跡;hiseki;track;4
23956;尾骨;bikotu;coccyx;4
23957;微吟;bigin;"reciting poetry or singing in a soft voice";4
23958;鼻梁;biryoo;"bridge of the nose";4
23959;必用;hituyoo;necessary;4
23960;筆禍;hikka;"troubles brought on by what one has written";4
23961;筆画;hikkaku;"the strokes in a kanji character";4
23962;表着;uwagi;coat;4
23963;病症;byoosyoo;"nature of a disease";4
23964;品詞;hinsi;"part of speech";4
23965;不縁;huen;divorce;4
23966;不具;hugu;deformity;4
23967;不等;hutoo;disparity;4
23968;不抜;hubatu;firm;4
23969;不犯;hubon;"strict observance of the Buddhist commandment that all priests should be celibate";4
23970;布巾;hukin;tea-towel;4
23971;浮寝;ukine;"sleeping in a ship";4
23972;附録;huroku;appendix;4
23973;伏目;husime;"downcast look";4
23974;復仇;hukkyuu;reprisal;4
23975;福茶;hukutya;"lucky tea";4
23976;覆輪;hukurin;"ornamental border";4
23977;分筆;bunpitu;subdivision;4
23978;分列;bunretu;"filing off";4
23979;併有;heiyuu;"owning together";4
23980;兵籍;heiseki;"military register";4
23981;兵乱;heiran;war;4
23982;平水;heisui;"calm water";4
23983;平俗;heizoku;commonplace;4
23984;平版;heihan;lithography;4
23985;弊風;heihuu;"evil or corrupt or abusive practice";4
23986;並進;heisin;"keeping pace with";4
23987;閉止;heisi;stoppage;4
23988;偏心;hensin;eccentricity;4
23989;片雲;henun;"speck of cloud";4
23990;片肌;katahada;"bare shoulder";4
23991;編輯;hensyuu;editing;4
23992;返杯;henpai;"in return";4
23993;鞭撻;bentatu;encouragement;4
23994;保合;motiai;unity;4
23995;補注;hotyuu;"supplementary note";4
23996;奉還;hookan;"restoring to the emperor";4
23997;奉迎;hoogei;welcome;4
23998;宝殿;hooden;"repository or treasure house";4
23999;法難;hoonan;"religious persecution";4
24000;法力;hooriki;"power of Buddhism";4
24001;邦貨;hooka;"Japanese money";4
24002;鳳輦;hooren;"imperial carriage";4
24003;亡魂;bookon;"departed soul";4
24004;剖検;booken;autopsy;4
24005;忘恩;booon;ingratitude;4
24006;棒術;boozyutu;bojutsu;4
24007;防塁;boorui;bulwark;4
24008;本式;honsiki;formal;4
